,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
2267,2011,Troy Regional Medical Center,880,MED,DISC
2268,2012,General Motors Co.,883,BSR,INSD
2269,2011,SilverPop,884,BSO,PORT
2270,2011,"Silverpop Systems, Inc. Health and Welfare Plan",884,MED,PORT
2272,2017,"Robert E Torti, MD, PA dba Retina Specialists",887,MED,PHYS
2273,2016,Austin Pulmonary Consultants,889,MED,PHYS
2274,2008,Oregon Health and Science University,890,EDU,PORT
2276,2018,"East End Disability Associates, Inc.",896,MED,HACK
2277,2016,Vidant Health,897,MED,HACK
2278,2016,Vidant Health,897,MED,DISC
2282,2008,Maryland Department of Assessments and Taxation,900,GOV,DISC
2283,2008,UCLA Medical Center,900,MED,INSD
2284,2008,US Army,900,GOV,PORT
2285,2009,Central Ohio Transit Authority,900,GOV,DISC
2286,2009,Hampton Redevelopment and Housing Authority,900,NGO,DISC
2287,2010,Southern Illinois University,900,EDU,HACK
2288,2013,"South Florida Neurology Associates, P.A.",900,MED,PORT
2291,2010,University of California Davis (UCD) Medical Center,900,MED,PHYS
2292,2018,Kaiser Foundation Health Plan of Colorado,900,MED,DISC
2293,2018,San Francisco Department of Public Health,900,MED,DISC
2294,2013,"South Florida Neurology Associates, P.A.",900,MED,PHYS
2295,2010,Concentra,900,MED,PHYS
2296,2017,Spectrum Health System,902,MED,PHYS
2297,2012,"City of Yuma, Privacy Manager Breach",905,MED,PHYS
2298,2016,Cardiology Associates,907,MED,DISC
2300,2017,Rocky Mountain Health Care Services,909,MED,PHYS
2301,2018,"SEIU Local 32BJ, District 36 Building Operators Welfare Trust Fund",911,MED,DISC
2302,2017,Employer Leasing Company,912,BSO,UNKN
2303,2016,"Young Adult Institute, Inc. ",913,MED,PHYS
2304,2016,"Young Adult Institute, Inc.",913,MED,PHYS
2305,2014,"Thomas Cristello, Chiropractor PC",914,MED,PHYS
2306,2015,Mount Pleasant School District,915,EDU,HACK
2307,2013,Dermatology Associates of Tallahassee,915,MED,
2308,2013,Dermatology Associates of Tallahassee,915,MED,PHYS
2309,2013,Dermatology Associates of Tallahassee,916,MED,UNKN
2311,2018,"Pedes Orange County, Inc.",917,MED,DISC
2312,2013,Riverside Health System,919,MED,INSD
2313,2014,Riverside Medical Group,919,MED,DISC
2314,2013,Summit Community Care Clinic,921,MED,DISC
2315,2013,"Summit Community Care Clinic, Inc.",921,MED,HACK
2317,2012,Independence Physical Therapy,925,MED,STAT
2318,2018,"Coastal Cape Fear Eye Associates, P.A.",925,MED,HACK
2319,2012,Independence Physical Therapy,925,MED,PHYS
2320,2011,Morris Heights Health Center,927,MED,PORT
2321,2011,Morris Heights Health Center,927,MED,PHYS
2322,2010,Private Medical Practice,928,MED,STAT
2323,2010,"LORENZO BROWN, MD INC.",928,MED,PHYS
2325,2016,Aflac,930,MED,DISC
2326,2018,Innovate h r,931,UNKN,UNKN
2327,2012,"City of Berkeley, Privacy Manager Breach",931,MED,PHYS
2328,2017,Texas Children's Health Plan,932,MED,DISC
2329,2012,Affinity Health Plan,933,MED,DISC
2330,2011,Union Security Insurance Company,935,BSF,UNKN
2331,2011,Union Security Insurance Company,935,MED,DISC
2332,2014,Hospital for Special Surgery,937,MED,PHYS
2333,2010,"Aramark Healthcare Support Services, LLC",937,MED,
2334,2017,Florida Blue,939,MED,DISC
2335,2017,MN Urology,939,MED,DISC
2336,2012,Scripps College,940,EDU,PHYS
2337,2013,Baylor All Saints Medical Center at Fort Worth,940,MED,DISC
2338,2014,Yandy.com,941,MED,HACK
2339,2015,University of Maine,941,EDU,PORT
2340,2009,Children's Hospital of Philadelphia,942,MED,PORT
2341,2012,Office of Dr. Clark-Neitzel,942,MED,PORT
2342,2012,"Charlotte Clark-Neitzel, MD",942,MED,PHYS
2343,2011,"University Health Services, University of Massachusetts, Amherst",942,MED,DISC
2344,2009,The Children's Hospital of Philadelphia,943,MED,PHYS
2345,2013,Kansas - Crosscheck Program,945,GOV,DISC
2346,2015,Middlesex Hospital,946,MED,HACK
2347,2015,Middlesex Hospital,946,MED,HACK
2348,2012,Iwacu Online,948,BSO,HACK
2349,2014,Aventura Hospital and Medical Center,948,MED,PHYS
2350,2013,Rite Aid #2255,948,MED,
2351,2013,Texas Health Presbyterian Dallas Hospital,949,MED,STAT
2352,2018,Billings Clinic,949,MED,HACK
2353,2013,Texas Health Presbyterian Dallas Hospital,949,MED,PHYS
2355,2011,New River Health Association,950,MED,UNKN
2356,2011,Chase Bank,950,BSF,CARD
2357,2012,"North Shore University Hospital, North Shore - Long Island Jewish Health System",950,MED,UNKN
2358,2013,Ronald Schubert MD PLLC,950,MED,PHYS
2359,2011,New River Health Association,950,MED,DISC
2360,2017,"MVP Health Care, Inc.",951,MED,DISC
2362,2009,"Joseph F. Lopez, MD",952,MED,PHYS
2363,2014,Southwest General Health Center,953,MED,
2364,2016,Haywood County NC,955,MED,STAT
2365,2017,Vertiv Co. Health & Welfare Plan,955,MED,DISC
2366,2012,CVS Caremark,955,MED,PHYS
2367,2010,Pediatric Sports and Spine Associates,955,MED,PORT
2368,2017,Vertiv Co. Health & Welfare Plan,955,MED,DISC
2369,2015,Haywood County NC,955,MED,PHYS
2370,2012,CVS Caremark,955,MED,PHYS
2371,2010,Pediatric Sports and Spine Associates,955,MED,PHYS
2372,2010,KPMG LLP,956,MED,PHYS
2373,2010,Griffin Hospital,957,MED,INSD
2374,2016,Rotech Healthcare Inc.,957,MED,DISC
2375,2010,Griffin Hospital,957,MED,HACK
2376,2015,CDC/NIOSH World Trade Center Health Program (WTCHP),958,MED,DISC
2377,2012,"City of Corona, Privacy Manager Breach",958,MED,PHYS
2378,2017,Community Memorial Health System,959,MED,HACK
2379,2013,Lincoln County Health and Human Services/Lincoln Community Health Center,959,MED,DISC
2380,2013,Broward Health Medical Center,960,MED,INSD
2381,2017,"Specialty Dental Partners of Philadelphia, PLLC.- DBA Rich Orthodontics",960,MED,PHYS
2382,2015,Dean Health Plan,960,MED,PHYS
2383,2013,Broward Health Medical Center,960,MED,DISC
2384,2012,SHIELDS For Families,961,MED,STAT
2385,2012,SHIELDS For Families,961,MED,PHYS
2386,2009,Purdue University,962,EDU,DISC
2387,2018,Neil d Dilorenzo CPA,963,BSF,UNKN
2388,2010,St. James Hospital and Health Centers,967,MED,PHYS
2389,2015,Oregon Department of Veterans Affair,967,GOV,DISC
2390,2017,Highland Rivers Community Service Board,967,MED,DISC
2391,2010,St. James Hospital and Health Centers,967,MED,PHYS
2392,2010,New York Social Security Administration,969,GOV,PORT
2393,2016,"Associates In EyeCare, P.S.C.",971,MED,PHYS
2394,2015,White Glove Health,975,MED,DISC
2395,2016,Edwin Shaw Rehabilitation,975,MED,PHYS
2396,2016,Edwin Shaw Rehabilitation,975,MED,PHYS
2397,2015,WhiteGlove Health,975,MED,DISC
2398,2016,"Rite Aid, New York",976,MED,HACK
2399,2016,Rite Aid Store 01617,976,MED,DISC
2400,2017,Island outdoor llc,979,UNKN,UNKN
2401,2013,Pierce County Housing Authority,979,BSO,DISC
2402,2014,"Clinical Reference Laboratory, Inc.",979,MED,PHYS
2403,2012,"Philip P Corneliuson, DDS, INC.",980,MED,PHYS
2404,2016,Family & Children's Services of Mid-Michigan,981,MED,HACK
2405,2016,"Family & Children's Services of Mid Michigan, Inc.",981,MED,HACK
2406,2015,The MetroHealth System,981,MED,HACK
2407,2014,Midwest Urological Group,982,MED,PHYS
2408,2015,Pathways Professional Counseling,986,MED,PHYS
2411,2018,Cable hill partners llc,989,UNKN,UNKN
2412,2008,Tennessee Tech University,990,EDU,PORT
2413,2016,Center for Minimally Invasive Bariatric and General Surgery,992,MED,DISC
2414,2016,Baxter Healthcare,992,MED,DISC
2415,2016,Center for Minimmally Invasive Bariatric and General Surgery,992,MED,DISC
2416,2018,"Mentor ABI, LLC",994,MED,PHYS
2417,2015,"Gallant Risk & Insurance Services, Inc.",995,MED,PHYS
2418,2016,Blue Cross Blue Shield of South Carolina,998,MED,DISC
2419,2016,BlueCross BlueShield of South Carolina,998,MED,DISC
2420,2013,Dreyer Medical Clinic,998,MED,HACK
2421,2014,Brigham and Women's Hospital,999,MED,PHYS
2422,2012,"Pono Products, Inc. (Reuseit.com)",1000,BSR,HACK
2423,2010,Atlanta Firefighters,1000,GOV,DISC
2424,2011,Washington State Employment Security Division,1000,GOV,PHYS
2425,2011,Entertainment Software Rating Board (ESRB),1000,BSO,DISC
2426,2011,Guilford County Tax Department,1000,GOV,DISC
2427,2012,Gila County Health and Emergency Services (Payson WIC Office),1000,GOV,PHYS
2428,2012,Georgia Obstetrical and Gynecological Society,1000,MED,PORT
2429,2012,Wayne County,1000,GOV,DISC
2430,2012,University of Rhode Island,1000,EDU,DISC
2439,2008,International Visa Service,1000,BSO,INSD
2440,2008,Walter Reed Army Medical Center,1000,MED,UNKN
2441,2008,Southwest Mississippi Community College,1000,EDU,DISC
2442,2008,Sinclair Community College,1000,EDU,DISC
2443,2008,"Hewlett-Packard, Symantec",1000,BSR,PORT
2444,2008,Cedars-Sinai Medical Center,1000,MED,INSD
2445,2009,"Northeast Orthopaedics, MRecord",1000,MED,DISC
2446,2009,Penn State Office of Physical Plant,1000,EDU,HACK
2447,2009,Palo Alto Medical Foundation,1000,MED,PORT
2448,2009,East Burke Christian Ministries,1000,NGO,PORT
2449,2009,New Hampshire Department of Corrections,1000,GOV,PHYS
2450,2012,"Knoxville Medical Clinic, DRD Management",1000,MED,PHYS
2451,2012,"Symantec, ImageShack",1000,BSO,HACK
2452,2016,United Community & Famiy Services,1000,MED,HACK
2453,2016,Florida Medical Clinic,1000,MED,DISC
2454,2016,Martin Army Community Hospital,1000,MED,PHYS
2455,2016,McLaren Greater Lansing Cardiovascular Group,1000,MED,DISC
2456,2010,SunBridge Healthcare Corporation,1000,MED,PORT
2457,2010,Hospital Auxilio Mutuo,1000,MED,HACK
2458,2011,Private Dental Practice,1000,MED,HACK
2460,2008,The Washington Trust Co.,1000,BSF,HACK
2461,2009,Redondo Beach Arco Gas Station,1000,BSR,INSD
2462,2012,Blue Cross Blue Shield (BCBS) of North Carolina,1000,MED,DISC
2463,2016,Pace University,1000,EDU,HACK
2464,2017,Penn Medicine,1000,MED,PORT
2465,2010,Children's Hospital and Research Center at Oakland,1000,MED,DISC
2466,2010,Yale School of Medicine,1000,MED,PORT
2467,2010,"Riverside Mercy Hospital, Mercy Health Partners",1000,MED,PHYS
2468,2012,Affordable Medical and Surgical Services,1000,MED,PHYS
2469,2012,"Medical Solutions Management, Inc.",1000,MED,PHYS
2470,2013,North Lincoln Community Health Center Clinic,1000,MED,PHYS
2471,2018,"Alpha-Omega Endocrinology, Diabetes and Metabolism Center, PC",1000,MED,DISC
2472,2018,Missouri Dept. of Mental Health,1000,MED,DISC
2473,2017,University of Wisconsin - Madison,1000,MED,DISC
2474,2016,Black Hawk College,1000,MED,HACK
2475,2016,McLaren Greater Lansing Cardiovascular Group,1000,MED,DISC
2476,2016,Martin Army Community Hospital,1000,MED,PHYS
2477,2016,CalOptima,1000,MED,DISC
2478,2016,The Outer Banks Hospital,1000,MED,PHYS
2479,2016,"Florida Medical Clinic, PA",1000,MED,DISC
2480,2016,United Community & Family Services,1000,MED,DISC
2481,2015,"Unity Recovery Group, Inc.,Starting Point Detox LLC, Lakeside Treatment Center LLC, Changing Tides Transitional Living LLC, Unity Recovery Center, Inc",1000,MED,DISC
2482,2014,City of Dallas Fire-Rescue Department,1000,MED,PHYS
2483,2014,Howard L. Weinstein D.P.M.,1000,MED,PHYS
2484,2014,Medical Center of Plano,1000,MED,DISC
2485,2014,Stoetzel's Planet Chiropractic,1000,MED,PHYS
2486,2014,Berea College,1000,MED,
2487,2013,"American Anesthesiology, Inc.",1000,MED,DISC
2488,2013,Yadkinville Chiropractic DCPA,1000,MED,PHYS
2489,2012,"DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central",1000,MED,PHYS
2490,2012,IU Medical Group,1000,MED,PHYS
2491,2012,"AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226",1000,MED,DISC
2492,2010,Riverside Mercy Hospital and Ohio/Mercy Diagnostics,1000,MED,PHYS
2493,2010,"Gary C. Spinks, DMD, PC",1000,MED,HACK
2494,2010,Hospital Auxilio Mutuo,1000,MED,PHYS
2495,2010,University of Arkansas for Medical Sciences,1000,MED,PHYS
2496,2010,SunBridge Healthcare Corporation,1000,MED,PHYS
2497,2010,Yale University,1000,MED,PHYS
2498,2010,Children's Hospital & Research Center at Oakland,1000,MED,
2499,2010,Rainbow Hospice and Palliative Care,1000,MED,PHYS
2500,2009,"Mid America Kidney Stone Association, LLC",1000,MED,PHYS
2501,2009,Brooke Army Medical Center,1000,MED,PHYS
2502,2013,California Correctional Health Care Services,1001,MED,INSD
2503,2013,"California Correctional Health Care Services, Privacy Manager Breach",1001,MED,
2504,2010,The Children's Medical Center of Dayton,1001,MED,
2506,2008,Invitrogen,1004,BSO,PORT
2507,2015,Baylor College of Medicine,1004,MED,PHYS
2509,2008,"Wendy's International Inc., Mercer Outsourcing (Life Choices Service Center)",1006,BSR,DISC
2510,2015,OhioHealth,1006,MED,PHYS
2511,2011,Aaron's,1008,BSR,STAT
2512,2011,Onehitplay.com,1008,BSO,HACK
2513,2014,KEYSTONE INSURERS GROUP,1008,MED,
2514,2015,Barrington Orthopedic Specialists,1009,MED,PORT
2515,2013,Sierra View District Hospital,1009,MED,INSD
2516,2016,Brigham and Women's Hospital,1009,MED,HACK
2517,2015,"Barrington Orthopedic Specialists, Ltd",1009,MED,PHYS
2518,2013,Sierra View District Hospital,1009,MED,DISC
2519,2010,Beecher Carlson Holdings Inc.,1012,BSF,PORT
2520,2013,Group Health Cooperative,1015,NGO,DISC
2521,2018,"National Mentor Healthcare, LLC.",1015,MED,PHYS
2522,2013,Group Health Cooperative,1015,MED,
2523,2010,Concur Technologies Inc.,1017,BSO,STAT
2524,2012,"Surgical Associates of Utica, Quanterion Solutions, Inc.",1017,MED,STAT
2525,2012,QUANTERION SOLUTIONS INC,1017,MED,PHYS
2526,2012,Lexington Clinic,1018,MED,PORT
2527,2010,Comprehensive Care Management Corporation,1020,MED,PHYS
2528,2018,The Pediatric Endocrinology and Diabetes Specialists,1021,MED,HACK
2529,2010,Wells Fargo,1023,BSF,INSD
2530,2016,City of Hope,1024,MED,HACK
2531,2016,John E. Gonzalez DDS,1025,MED,PHYS
2532,2013,"Shands Jacksonville Medical Center, Inc.",1025,MED,PHYS
2533,2015,"Meritus Medical Center, Inc.",1029,MED,DISC
2534,2015,Tennessee Rural Health Improvement Association,1030,MED,PHYS
2535,2018,VA Long Beach Healthcare System,1030,MED,DISC
2536,2015,Children's Eyewear Sight,1030,MED,PHYS
2537,2017,"Interstate plastics, inc.",1031,UNKN,UNKN
2538,2011,Imaging Center of Garland,1031,MED,PHYS
2539,2016,"Quarles & Brady, LLP",1032,MED,PORT
2540,2018,Moore stephens tiller llc,1032,UNKN,UNKN
2541,2016,"Quarles & Brady, LLP",1032,MED,PHYS
2542,2013,California Correctional Health Care Services,1033,MED,
2543,2013,Redwood Memorial Hospital,1039,MED,PORT
2544,2013,Redwood Memorial Hospital,1039,MED,PHYS
2545,2015,Sentara Heart Hospital,1040,MED,INSD
2546,2015,Sentara Heart Hospital,1040,MED,PORT
2547,2015,Sentara Healthcare,1040,MED,PHYS
2548,2016,"Alliant Health Plans, Inc.",1042,MED,HACK
2549,2018,Tift Regional Medical Center,1045,MED,HACK
2550,2018,"RoxSan Pharmacy, Inc. ",1049,MED,DISC
2551,2016,The Biomechanics LLC,1049,MED,HACK
2552,2018,Jennifer miller l t d,1050,UNKN,UNKN
2553,2018,Penn Medicine,1050,MED,PHYS
2554,2016,Oak Cliff Orthopaedic Associates,1057,MED,PHYS
2555,2016,Washington DC VA Medical Center,1062,MED,PHYS
2556,2016,Washington DC VA Medical Center,1062,MED,PHYS
2557,2015,"UC Health, LLC",1064,MED,DISC
2558,2016,Emergency Room Associates dba- Emergency Medicine Associates,1067,MED,PHYS
2559,2013,BriovaRx,1067,MED,UNKN
2560,2016,Emergency Room Associates doing business as Emergency Medicine Associates,1067,MED,PHYS
2561,2013,BriovaRx,1067,MED,DISC
2562,2017,Patients Choice,1069,MED,HACK
2563,2011,Genesis Clinical Laboratory,1070,MED,HACK
2564,2012,Salt Like City Police Department,1073,GOV,HACK
2565,2010,Mercer,1073,MED,PHYS
2566,2014,Veterans of Foreign Wars of the U.S. (VFW),1074,MED,HACK
2567,2017,Ridgeview Medical Center,1074,MED,DISC
2569,2016,Florida Department of Health,1076,MED,DISC
2570,2016,Florida Department of Health,1076,MED,DISC
2571,2013,Oregon Health & Science University,1076,MED,PHYS
2572,2010,Massachusetts Eye and Ear Infirmary,1076,MED,PHYS
2573,2018,Principal life insurance company- security breach,1077,UNKN,UNKN
2574,2014,University of Kentucky HealthCare/Talyst,1079,MED,PORT
2575,2014,Talyst,1079,MED,PHYS
2576,2017,The MS Center of Saint Louis and Mercy Clinic Neurology - Town and Country,1081,MED,DISC
2577,2010,John Hancock Financial Services,1085,BSF,PORT
2578,2014,"Birmingham Printing and Publishing, Inc dba Paper Airplane",1085,MED,
2579,2010,"Gair Medical Transcription Services, Inc.",1085,MED,DISC
2580,2018,Cactus wellhead llc,1086,UNKN,UNKN
2581,2011,"PinnacleHealth System, Gair Medical Transportation Services",1086,MED,DISC
2582,2017,Nova Southeastern University,1086,MED,PHYS
2583,2018,Delicato vineyards,1087,UNKN,UNKN
2584,2013,Clark Memorial Hospital,1087,MED,DISC
2585,2014,Detroit Medical Center-Harper University Hospital,1087,MED,INSD
2586,2014,Detroit Medical Center - Harper University Hospital,1087,MED,DISC
2587,2011,"Pitney Bowes Management Services, Inc.",1089,MED,PHYS
2588,2012,"Carewise Health, Hewlett-Packard Enterprise Services",1090,MED,HACK
2589,2017,"Escambia County Alabama Community Hospitals, Inc. D/B/A Atmore Community Hospital",1090,MED,DISC
2590,2012,HP Enterprise Services,1090,MED,PHYS
2592,2013,Fayetteville Veterans Affairs Medical Center,1093,MED,PHYS
2593,2013,Fayetteville VAMC,1093,MED,PHYS
2595,2018,Leadership platform acquisition corporation,1095,UNKN,UNKN
2596,2010,"United Healthcare (UnitedHealthcare), Deere and Company",1097,MED,DISC
2597,2010,UnitedHealthcare Insurance Company,1097,MED,
2598,2010,Bennett College,1100,EDU,HACK
2599,2011,Pulaski County Special School District,1100,GOV,PORT
2607,2016,"Health Incent, LLC",1100,MED,HACK
2608,2012,Vidant Pungo Hospital,1100,MED,PHYS
2609,2013,Allen County,1100,GOV,DISC
2610,2015,"Veterans Affairs Hospital, South Dakota",1100,MED,PHYS
2611,2015,Horizon Blue Cross Blue Shield,1100,GOV,DISC
2612,2012,Vidant Pungo Hospital,1100,MED,PHYS
2613,2018,"MorshedEye, PLLC",1100,MED,DISC
2614,2016,"Best Health Physical Therapy, LLC ",1100,MED,DISC
2615,2016,"Health Incent, LLC",1100,MED,HACK
2616,2014,D&J Optical Inc.,1100,MED,HACK
2617,2014,"Palo Verde Hospital, Privacy Manager Breach",1100,MED,DISC
2618,2013,"Barnabas Health Medical Group, P.C.",1100,MED,PHYS
2619,2013,Louisiana State University Health Care Services Division,1100,MED,DISC
2620,2012,Vidant Pungo Hospital,1100,MED,PHYS
2621,2011,Thresholds Inc.,1100,MED,PHYS
2622,2010,Center for Neurosciences,1100,MED,PHYS
2623,2010,The Center for Neurosciences,1101,MED,PORT
2624,2018,"WellCare Health Plans, Inc.",1101,MED,DISC
2625,2012,"Volunteer State Health Plan, Inc. (VSHP), Comprehensive Counseling Network",1102,MED,PHYS
2626,2018,Yale University,1102,MED,DISC
2627,2012,"Volunteer State Health Plan, Inc. ",1102,MED,PHYS
2628,2013,"American HomePatient Inc., LifeGas",1103,MED,PORT
2629,2013,LifeGas,1103,MED,PHYS
2630,2010,Sta-Home Health & Hospice,1104,MED,STAT
2631,2010,Sta-home Health & Hospice,1104,MED,PHYS
2632,2011,"Office of Gene S. J. Liaw, MD.",1105,MED,PORT
2633,2013,Washington University School of Medicine,1105,MED,PHYS
2634,2011,"Gene S. J. Liaw, MD. PS",1105,MED,PHYS
2635,2010,Occupational Health Partners,1105,MED,PHYS
