Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
9/7/2017,University of Wisconsin - Madison,,WI,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2017,,,,,
12/8/2016,Black Hawk College,,IL,HACK,MED,1000,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
9/21/2016,McLaren Greater Lansing Cardiovascular Group,,MI,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
9/9/2016,Martin Army Community Hospital,,GA,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
8/22/2016,CalOptima,,CA,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
8/19/2016,The Outer Banks Hospital,,NC,PHYS,MED,1000,"Location of breached information: Loss
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
5/4/2016,"Florida Medical Clinic, PA",,FL,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
4/12/2016,United Community & Family Services,,CT,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2016,,,,,
5/11/2015,"Unity Recovery Group, Inc.,Starting Point Detox LLC, Lakeside Treatment Center LLC, Changing Tides Transitional Living LLC, Unity Recovery Center, Inc",,FL,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2015,,,,,
10/15/2014,City of Dallas Fire-Rescue Department,,TX,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
5/10/2014,Howard L. Weinstein D.P.M.,,TX,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
3/31/2014,Medical Center of Plano,,TX,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
3/25/2014,Stoetzel's Planet Chiropractic,,IL,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
3/20/2014,Berea College,,KY,#N/A,MED,1000,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2014,,,,,
12/4/2013,"American Anesthesiology, Inc.",,FL,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
2/6/2013,Yadkinville Chiropractic DCPA,,NC,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: Yes",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2013,,,,,
4/16/2012,"DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central",,TX,PHYS,MED,1000,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
4/12/2012,IU Medical Group,,IN,PHYS,MED,1000,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
4/10/2012,"AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226",,CA,DISC,MED,1000,"Location of breached information: Unauthorized Access/Disclosure
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2012,,,,,
12/21/2010,Riverside Mercy Hospital and Ohio/Mercy Diagnostics,,OH,PHYS,MED,1000,"Location of breached information: Improper Disposal
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
12/13/2010,"Gary C. Spinks, DMD, PC",,MD,HACK,MED,1000,"Location of breached information: Hacking/IT Incident
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
12/13/2010,Hospital Auxilio Mutuo,,PR,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
10/18/2010,University of Arkansas for Medical Sciences,,AR,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
8/25/2010,SunBridge Healthcare Corporation,,NM,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
8/18/2010,Yale University,,CT,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
6/29/2010,Children's Hospital & Research Center at Oakland,,CA,#N/A,MED,1000,"Location of breached information: Other
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
5/26/2010,Rainbow Hospice and Palliative Care,,IL,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2010,,,,,
10/28/2009,"Mid America Kidney Stone Association, LLC",,MO,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2009,,,,,
10/21/2009,Brooke Army Medical Center,,TX,PHYS,MED,1000,"Location of breached information: Theft
Business associate present: No",US Department of Health and Human Services,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,2009,,,,,
8/16/2013,California Correctional Health Care Services,Sacramento,California,INSD,MED,1001,"Missing dental information was discovered to have been removed by a staff member.  Patient names, dates of birth, dental treatment plans, and other information were exposed.  Dental records may have also been taken.  The documents were first discovered missing on June 19 and had not been recovered as of August 16.UPDATE (08/28/2013): A total of 1,001 inmates were affected.",California Attorney General,,2013,38.581572,-121.4944,,,
